,oktmo,Административная деятельность_зарплата,Водоснабжение_зарплата,Гос. управление и военн. безопасность_зарплата,Гостиницы и общепит_зарплата,Деятельность экстер. организаций_зарплата,Добыча полезных ископаемых_зарплата,Здравоохранение_зарплата,ИТ и связь_зарплата,Научная и проф. деятельность_зарплата,Обрабатывающие производства_зарплата,Образование_зарплата,Операции с недвижимостью_зарплата,Прочие услуги_зарплата,Сельское хозяйство_зарплата,Спорт и досуг_зарплата,Строительство_зарплата,Торговля_зарплата,Транспортировка и хранение_зарплата,Услуги ЖКХ_зарплата,Финансы и страхование_зарплата,municipal_district_name_short,territory_id,municipal_district_name,municipal_district_type,region_code,region_name,oktmo_nosplit
934,32-513-000-000,,,55843.2125,29823.975,,107199.05,41292.6875,36285.475,34078.1125,39846.35,47121.1375,28768.925,,43953.05,50529.675,93599.125,38329.2875,59347.125,59717.9375,,Ленинск-Кузнецкий,1245,Ленинск-Кузнецкий муниципальный округ,муниципальный округ,42,Кемеровская область,32513000
935,32-516-000-000,29313.6125,31007.125,60614.25,27914.75,,,52787.7,64470.7375,40971.525,23858.1125,50323.725,38062.7125,23255.7625,46045.21428571428,45401.65,93505.2125,46350.25,62007.1125,47138.5125,55605.75,Мариинский,1246,Мариинский муниципальный округ,муниципальный округ,42,Кемеровская область,32516000
936,32-519-000-000,39476.0125,45335.35,66573.0875,39419.55,,116417.6,49886.85,41534.0875,47459.7,77363.3125,51413.35,62776.049999999996,36725.0,67336.4625,61616.137500000004,102274.5625,104221.8125,118474.40000000001,50167.6875,,Новокузнецкий,1247,Новокузнецкий муниципальный округ,муниципальный округ,42,Кемеровская область,32519000
937,32-522-000-000,57125.075,36859.6125,67882.2125,45963.51875,,169521.40833333333,56467.86875,44389.450000000004,68216.96875,104266.46875,55610.4375,70538.85,55901.6125,51967.65833333333,60029.78125,112113.8875,55655.88125,77146.575,57434.08125,81551.1625,Прокопьевский,1248,Прокопьевский муниципальный округ,муниципальный округ,42,Кемеровская область,32522000
938,32-522-000-000,57125.075,36859.6125,67882.2125,45963.51875,,169521.40833333333,56467.86875,44389.450000000004,68216.96875,104266.46875,55610.4375,70538.85,55901.6125,51967.65833333333,60029.78125,112113.8875,55655.88125,77146.575,57434.08125,81551.1625,Прокопьевский,3007,Прокопьевский муниципальный округ,муниципальный округ,42,Кемеровская область,32522000
939,32-525-000-000,35865.9,40543.816666666666,58776.25,35759.15,,,51563.6625,47586.2875,44223.2625,48635.3875,48919.2125,45275.95,,55908.5375,53289.475,85777.55,49654.0125,63207.6,51376.9375,52456.3125,Промышленновский,1249,Промышленновский муниципальный округ,муниципальный округ,42,Кемеровская область,32525000
940,32-528-000-000,35155.2125,48836.825,52729.675,34036.325,,93490.8,47182.3,45118.2375,39093.7875,81390.4,48644.1875,41632.979999999996,,40717.725000000006,45930.0875,16827.475,43372.8125,44610.8,53409.1375,55807.7125,Тисульский,1251,Тисульский муниципальный округ,муниципальный округ,42,Кемеровская область,32528000
941,32-531-000-000,40653.0,38861.6625,61646.8625,37527.0,,,50688.4625,56630.225,72131.7625,69717.35,49755.9,38971.2,31770.371428571427,49350.675,48176.5,44741.925,47023.375,75372.375,45278.6875,60935.3125,Топкинский,1252,Топкинский муниципальный округ,муниципальный округ,42,Кемеровская область,32531000
942,32-534-000-000,29440.975,39260.0375,53411.35,35080.2375,,,47929.575,52504.15,39627.8,40289.85,49179.2375,27276.359999999997,,33396.975,55636.575,43325.4,44544.15,42341.275,40628.45,53375.65,Тяжинский,1253,Тяжинский муниципальный округ,муниципальный округ,42,Кемеровская область,32534000
943,32-537-000-000,42644.325,47142.075,48010.525,26056.725,,,50269.8625,38853.2,43425.375,19721.3875,51625.775,,,41581.6875,49168.025,73973.93333333333,37315.7,43762.5,45265.8625,48769.575,Чебулинский,1254,Чебулинский муниципальный округ,муниципальный округ,42,Кемеровская область,32537000
944,32-540-000-000,60208.05,,45795.825,41122.875,,,43901.6,31247.1,44281.775,15146.8,48283.275,23414.975,,45638.0,51921.7,,,102169.9375,38155.5375,,Юргинский,1255,Юргинский муниципальный округ,муниципальный округ,42,Кемеровская область,32540000
945,32-543-000-000,26174.65,29497.9,55715.5,24462.275,,111357.31666666667,48781.1875,34604.9125,44119.925,9427.916666666666,48101.475,,19469.9,25995.725,50657.95,47613.76666666666,39532.4125,59781.787500000006,50226.1875,57382.7,Яйский,1256,Яйский муниципальный округ,муниципальный округ,42,Кемеровская область,32543000
946,32-546-000-000,44019.237499999996,40357.2875,61986.4125,55994.925,,,47957.2625,34383.375,39096.2375,66249.5125,50180.6375,39710.425,,67284.9375,57771.75,41172.7,49267.125,59953.2625,45132.675,56338.95,Яшкинский,1257,Яшкинский муниципальный округ,муниципальный округ,42,Кемеровская область,32546000
947,32-601-000-000,36452.6,22242.7,54756.2,32099.8375,,98346.9,48207.7,40850.4875,44564.7625,98953.575,49148.85,47195.25,,69829.075,50746.35,92354.75,61914.475,76128.8,51838.475,,Беловский,1240,Беловский муниципальный район,муниципальный район,42,Кемеровская область,32601000
948,32-602-000-000,28208.5875,37274.45,58232.362499999996,33571.18571428571,,97137.95,52764.525,47868.9375,52553.7625,67198.35,49733.1,33072.575,,43410.975000000006,42908.925,38474.65,44618.4125,53206.4,46110.4625,54488.225,Гурьевский,1241,Гурьевский муниципальный район,муниципальный район,42,Кемеровская область,32602000
949,32-604-000-000,28269.2,21681.025,52531.65,22750.425,,,49502.675,36922.7375,36972.375,36317.95,50947.625,88792.04285714285,,37155.675,56178.9,123923.625,50093.4625,46291.975,59508.274999999994,45933.925,Ижморский,1242,Ижморский муниципальный район,муниципальный район,42,Кемеровская область,32604000
950,32-607-000-000,30725.3,37178.9,59113.925,39423.6875,,97153.5375,59258.7875,31912.15,54534.225000000006,39642.1875,50758.5,70970.8375,41936.1,51998.0875,62999.4,86756.88333333333,68128.9375,75668.0875,49988.25,46782.2,Кемеровский,1243,Кемеровский муниципальный район,муниципальный район,42,Кемеровская область,32607000
951,32-610-000-000,30100.4125,27677.975,54569.675,27285.1875,,106851.85,50422.125,37002.4875,70347.625,,47857.725,21954.625,19264.825,47280.05,56471.6375,58965.65,41463.4,39505.225,37292.8875,46878.6125,Крапивинский,1244,Крапивинский муниципальный район,муниципальный район,42,Кемеровская область,32610000
952,32-613-000-000,,,55843.2125,29823.975,,107199.05,41292.6875,36285.475,34078.1125,39846.35,47121.1375,28768.925,,43953.05,50529.675,93599.125,38329.2875,59347.125,59717.9375,,Ленинск-Кузнецкий,1245,Ленинск-Кузнецкий муниципальный район,муниципальный район,42,Кемеровская область,32613000
953,32-616-000-000,29313.6125,31007.125,60614.25,27914.75,,,52787.7,64470.7375,40971.525,23858.1125,50323.725,38062.7125,23255.7625,46045.21428571428,45401.65,93505.2125,46350.25,62007.1125,47138.5125,55605.75,Мариинский,1246,Мариинский муниципальный район,муниципальный район,42,Кемеровская область,32616000
954,32-619-000-000,39476.0125,45335.35,66573.0875,39419.55,,116417.6,49886.85,41534.0875,47459.7,77363.3125,51413.35,62776.049999999996,36725.0,67336.4625,61616.137500000004,102274.5625,104221.8125,118474.40000000001,50167.6875,,Новокузнецкий,1247,Новокузнецкий муниципальный район,муниципальный район,42,Кемеровская область,32619000
955,32-622-000-000,36893.45,,59499.35,44902.475,,106159.425,47933.9125,39562.9625,70909.5,128665.225,48925.475,,,63953.575,52857.575000000004,110331.775,46757.175,81071.5875,50308.1125,72507.0625,Прокопьевский,1248,Прокопьевский муниципальный район,муниципальный район,42,Кемеровская область,32622000
956,32-625-000-000,35865.9,40543.816666666666,58776.25,35759.15,,,51563.6625,47586.2875,44223.2625,48635.3875,48919.2125,45275.95,,55908.5375,53289.475,85777.55,49654.0125,63207.6,51376.9375,52456.3125,Промышленновский,1249,Промышленновский муниципальный район,муниципальный район,42,Кемеровская область,32625000
957,32-627-000-000,34605.3625,41339.4625,63987.5875,42106.325,,89491.725,50403.1125,45616.7875,62349.5625,66700.9125,46782.0125,53422.619999999995,56959.025,820193.925,45122.6,76044.825,49531.1375,60319.9,56530.5625,57101.25,Таштагольский,1250,Таштагольский муниципальный район,муниципальный район,42,Кемеровская область,32627000
958,32-628-000-000,35155.2125,48836.825,52729.675,34036.325,,93490.8,47182.3,45118.2375,39093.7875,81390.4,48644.1875,41632.979999999996,,40717.725000000006,45930.0875,16827.475,43372.8125,44610.8,53409.1375,55807.7125,Тисульский,1251,Тисульский муниципальный район,муниципальный район,42,Кемеровская область,32628000
959,32-631-000-000,40653.0,38861.6625,61646.8625,37527.0,,,50688.4625,56630.225,72131.7625,69717.35,49755.9,38971.2,31770.371428571427,49350.675,48176.5,44741.925,47023.375,75372.375,45278.6875,60935.3125,Топкинский,1252,Топкинский муниципальный район,муниципальный район,42,Кемеровская область,32631000
960,32-634-000-000,29440.975,39260.0375,53411.35,35080.2375,,,47929.575,52504.15,39627.8,40289.85,49179.2375,27276.359999999997,,33396.975,55636.575,43325.4,44544.15,42341.275,40628.45,53375.65,Тяжинский,1253,Тяжинский муниципальный район,муниципальный район,42,Кемеровская область,32634000
